sku,name,description,brand,category,cost_usd
ES-ESS-BRKT-IWLCR-6,"Episode In-Wall LCR Speaker Brackets (Pair) 6""","[ES-ESS-BRKT-IWLCR-6] Episode In-Wall LCR Speaker Brackets (Pair) 6""",Episode,Audio,23.34
ES-ESS-GLREC-IW-6-B,"Episode Rectangle In-Wall Replacement Grille (Each) 6"" - Black","[ES-ESS-GLREC-IW-6-B] Episode Rectangle In-Wall Replacement Grille (Each) 6"" - Black",Episode,Audio,20.52
ES-ESS-GLREC-IW-8-B,"Episode Rectangle In-Wall Replacement Grille 8"" - Black","[ES-ESS-GLREC-IW-8-B] Episode Rectangle In-Wall Replacement Grille 8"" - Black",Episode,Audio,25.51
ES-ESS-GLREC-LCR-6-B,"Episode Rectangle In-Wall LCR Replacement Grille (Each) 6"" - Black","[ES-ESS-GLREC-LCR-6-B] Episode Rectangle In-Wall LCR Replacement Grille (Each) 6"" - Black",Episode,Audio,20.93
ES-ESS-GLRND-IC-6-B,"Episode Round In-Ceiling Replacement Grille Black (Each) - 6""","[ES-ESS-GLRND-IC-6-B] Episode Round In-Ceiling Replacement Grille Black (Each) - 6""",Episode,Audio,19.94
ES-ESS-GLRND-IC-8-B,"Episode Round Replacement Grille (Each) 8"" Black","[ES-ESS-GLRND-IC-8-B] Episode Round Replacement Grille (Each) 8"" Black",Episode,Audio,20.34
ES-ESS-GRLXREC-LCR-6,"Episode Bezel-less Rectangle In-Wall Replacement Grille 6"" White (Each)","[ES-ESS-GRLXREC-LCR-6] Episode Bezel-less Rectangle In-Wall Replacement Grille 6"" White (Each)",Episode,Audio,20.93
ES-ESS-GRLXRND-IC-6,"Episode Bezel-less Round Replacement Grille (Each) White - 6""","[ES-ESS-GRLXRND-IC-6] Episode Bezel-less Round Replacement Grille (Each) White - 6""",Episode,Audio,20.93
ES-ESS-GRLXRND-IC-8,"Episode Bezel-less Round In-Ceiling Replacement Grille - 8"" (White - Each)","[ES-ESS-GRLXRND-IC-8] Episode Bezel-less Round In-Ceiling Replacement Grille - 8"" (White - Each)",Episode,Audio,20.93
ES-ESS-GRLXSQ-IC-6,"Episode Bezel-less Square Grille Kit (Each) White - 6""","[ES-ESS-GRLXSQ-IC-6] Episode Bezel-less Square Grille Kit (Each) White - 6""",Episode,Audio,20.52
ES-GRL-XTR-6,"Episode Extreme Environment In-Ceiling Speaker Grille (Each) - 6""","[ES-GRL-XTR-6] Episode Extreme Environment In-Ceiling Speaker Grille (Each) - 6""",Episode,Audio,44.09
ES-GRL-XTR-6-BK,"Episode Extreme Environment In-Ceiling Speaker Grille Black (Each) - 6""","[ES-GRL-XTR-6-BK] Episode Extreme Environment In-Ceiling Speaker Grille Black (Each) - 6""",Episode,Audio,44.09
ES-GRL-XTR-8,"Episode Extreme Environment In-Ceiling Speaker Grille (Each) - 8""","[ES-GRL-XTR-8] Episode Extreme Environment In-Ceiling Speaker Grille (Each) - 8""",Episode,Audio,44.09
ES-GRL-XTR-8-BK,"Episode Extreme Environment In-Ceiling Speaker Grille Black (Each) - 8""","[ES-GRL-XTR-8-BK] Episode Extreme Environment In-Ceiling Speaker Grille Black (Each) - 8""",Episode,Audio,44.09
ES-GRLXRND-IM4-IC,"Episode Impression Bezel-Less Round Grille (Each) 5"" - White","[ES-GRLXRND-IM4-IC] Episode Impression Bezel-Less Round Grille (Each) 5"" - White",Episode,Audio,21.84
ES-GRLXRND-IM4-IC-B,"Episode Impression Bezel-Less Round Grille (Each) 5"" - Black","[ES-GRLXRND-IM4-IC-B] Episode Impression Bezel-Less Round Grille (Each) 5"" - Black",Episode,Audio,21.84
ES-GRLXSQ-IM4-IC,"Episode Impression Bezel-Less Square Grille (Each) 5"" - White","[ES-GRLXSQ-IM4-IC] Episode Impression Bezel-Less Square Grille (Each) 5"" - White",Episode,Audio,21.84
ES-GRLXSQ-IM4-IC-B,"Episode Impression Bezel-Less Square Grille (Each) 5"" - Black","[ES-GRLXSQ-IM4-IC-B] Episode Impression Bezel-Less Square Grille (Each) 5"" - Black",Episode,Audio,21.84
ES-HT-IRMON-6,"Episode Home Theater Series 6"" In-Room Monitor Speaker (Each)","[ES-HT-IRMON-6] Episode Home Theater Series 6"" In-Room Monitor Speaker (Each)",Episode,Audio,575.52
ES-HT-IRSAT-4,Episode Home Theater Series 4” In-Room Satellite Speaker (Each),[ES-HT-IRSAT-4] Episode Home Theater Series 4” In-Room Satellite Speaker (Each),Episode,Audio,417.15
ES-HT-OWLCR-4-BLK,"Episode Home Theater Series 4"" On-Wall LCR Speaker (Black - Each)","[ES-HT-OWLCR-4-BLK] Episode Home Theater Series 4"" On-Wall LCR Speaker (Black - Each)",Episode,Audio,575.52
ES-HT-OWLCR-4-WAL,Episode Home Theater Series 4” On-Wall LCR Speaker Walnut - Each,[ES-HT-OWLCR-4-WAL] Episode Home Theater Series 4” On-Wall LCR Speaker Walnut - Each,Episode,Audio,382.98
ES-HT-OWLCR-4-WHT,"Episode Home Theater Series 4"" On-Wall LCR Speaker (White - Each)","[ES-HT-OWLCR-4-WHT] Episode Home Theater Series 4"" On-Wall LCR Speaker (White - Each)",Episode,Audio,575.52
ES-HT700-ICLCR-5,Episode 700 Series Home Theater In-Ceiling LCR Speaker (Each),[ES-HT700-ICLCR-5] Episode 700 Series Home Theater In-Ceiling LCR Speaker (Each),Episode,Audio,441.08
ES-HT700-IWLCR-6,Episode 700 Series Home Theater In-Wall LCR Speaker (Each),[ES-HT700-IWLCR-6] Episode 700 Series Home Theater In-Wall LCR Speaker (Each),Episode,Audio,661.28
ES-HT950-IW-7,"Episode 900 Series In-Wall Home Theater Speaker with Dual 7"" Woofers (Each)","[ES-HT950-IW-7] Episode 900 Series In-Wall Home Theater Speaker with Dual 7"" Woofers (Each)",Episode,Audio,1297.1
ES-HT950-IWSURR-6,"Episode 900 Series In-Wall Home Theater Surround Speaker with 6-1/2"" Woofer (Each)","[ES-HT950-IWSURR-6] Episode 900 Series In-Wall Home Theater Surround Speaker with 6-1/2"" Woofer (Each)",Episode,Audio,1113.4
ES-HTR-ICLCR-4,"Episode Home Theater Reference In-Ceiling LCR Speaker - 4"" (Each)","[ES-HTR-ICLCR-4] Episode Home Theater Reference In-Ceiling LCR Speaker - 4"" (Each)",Episode,Audio,1857.83
ES-HTR-IRLCR-6,Episode Home Theater Reference Series 6 In-Room LCR Speaker Each,[ES-HTR-IRLCR-6] Episode Home Theater Reference Series 6 In-Room LCR Speaker Each,Episode,Audio,1224.78
ES-HTR-IWLCR-L-6,"Episode Home Theater Reference Large In-Wall LCR Speaker - 6"" (Each)","[ES-HTR-IWLCR-L-6] Episode Home Theater Reference Large In-Wall LCR Speaker - 6"" (Each)",Episode,Audio,1884.12
ES-HTR-IWLCR-M-6,"Episode Home Theater Reference Medium In-Wall LCR Speaker - 6"" (Each)","[ES-HTR-IWLCR-M-6] Episode Home Theater Reference Medium In-Wall LCR Speaker - 6"" (Each)",Episode,Audio,1224.78
ES-HTR-IWSURR-6,"Episode Home Theater Reference In-Wall Surround Speaker - 6"" (Each)","[ES-HTR-IWSURR-6] Episode Home Theater Reference In-Wall Surround Speaker - 6"" (Each)",Episode,Audio,1224.78
ES-IM4-BRKT-IC,Episode Impression In-Ceiling Bracket (Each),[ES-IM4-BRKT-IC] Episode Impression In-Ceiling Bracket (Each),Episode,Audio,41.08
ES-IM4IC,"Episode Impression In-Ceiling Speaker (Each) - 4""","[ES-IM4IC] Episode Impression In-Ceiling Speaker (Each) - 4""",Episode,Audio,278.82
ES-IM6-BP-SUB,"Episode Impression Bandpass Subwoofer (Each) - 6.5""","[ES-IM6-BP-SUB] Episode Impression Bandpass Subwoofer (Each) - 6.5""",Episode,Audio,854.31
ES-LS-BSUB-12-CPR,"Episode LanGenericoape Series Burial Subwoofer with 12"" Woofer (Each)","[ES-LS-BSUB-12-CPR] Episode LanGenericoape Series Burial Subwoofer with 12"" Woofer (Each)",Episode,Audio,1631.49
ES-LS-BSUB-8-CPR,Episode Landscape Series Burial Subwoofer (Each),[ES-LS-BSUB-8-CPR] Episode Landscape Series Burial Subwoofer (Each),Episode,Audio,972.38
ES-LS-MOUNT-SURFACE,Surface Mount Base for Landscape Series Satellite Speakers (Each),[ES-LS-MOUNT-SURFACE] Surface Mount Base for Landscape Series Satellite Speakers (Each),Episode,Audio,45.02
ES-LS-SAT-8-BRN,Episode Landscape Series Satellite Speaker with 8 Woofer (Each) - (Dark Brown),[ES-LS-SAT-8-BRN] Episode Landscape Series Satellite Speaker with 8 Woofer (Each) - (Dark Brown),Episode,Audio,402.82
ES-LS-STAKE-12,"Episode 12"" Stake Mount for LanGenericoape Series Satellite Speakers (Each)","[ES-LS-STAKE-12] Episode 12"" Stake Mount for LanGenericoape Series Satellite Speakers (Each)",Episode,Audio,9.89
ES-PWR-SNDBR-180-BLK,"Episode 2.1 Active Soundbar System with 8"" Wireless Subwoofer","[ES-PWR-SNDBR-180-BLK] Episode 2.1 Active Soundbar System with 8"" Wireless Subwoofer",Episode,Audio,738.57
ES-RAD-LT3,Episode Radiance Outdoor Bollard Light,[ES-RAD-LT3] Episode Radiance Outdoor Bollard Light,Episode,Audio,172.0
ES-RAD-MB1-300,Episode Radiance MB-1 Outdoor Audio and Lighting Processor,[ES-RAD-MB1-300] Episode Radiance MB-1 Outdoor Audio and Lighting Processor,Episode,Audio,856.96
ES-ROCK-6,Episode Rock Series Single Voice Coil Speaker 6' with Woofer (Each),[ES-ROCK-6] Episode Rock Series Single Voice Coil Speaker 6' with Woofer (Each),Episode,Audio,210.9
ES-ROCK-8,Episode Rock Series Single Voice Coil Speaker 8' with Woofer (Each),[ES-ROCK-8] Episode Rock Series Single Voice Coil Speaker 8' with Woofer (Each),Episode,Audio,250.33
ES-SS-STAKE,Episode Surroundscape Stake Mount (Each),[ES-SS-STAKE] Episode Surroundscape Stake Mount (Each),Episode,Audio,15.59
ES-SS-SUB10,"Episode Surroundscape 10"" Burial Subwoofer (Each)","[ES-SS-SUB10] Episode Surroundscape 10"" Burial Subwoofer (Each)",Episode,Audio,1291.18
ES-SS-SUB8,"Episode Surroundscape Series Burial Subwoofer 8""","[ES-SS-SUB8] Episode Surroundscape Series Burial Subwoofer 8""",Episode,Audio,921.81
ES-SS-SURFACE,Episode Surroundscape Surface Mount (Each),[ES-SS-SURFACE] Episode Surroundscape Surface Mount (Each),Episode,Audio,27.44
ES-SS4,"Episode Surroundscape Series Satellite Speaker 4"" (Each)","[ES-SS4] Episode Surroundscape Series Satellite Speaker 4"" (Each)",Episode,Audio,323.38
ES-SS6,"Episode Surroundscape Series Satellite Speaker 6"" (Each)","[ES-SS6] Episode Surroundscape Series Satellite Speaker 6"" (Each)",Episode,Audio,508.17
ES-SS8,Episode Surroundscape Series Satellite Speaker (Each),[ES-SS8] Episode Surroundscape Series Satellite Speaker (Each),Episode,Audio,692.73
ES-SUB-ELE10-450-BLK,"Episode Element Series Ported Subwoofer 10""","[ES-SUB-ELE10-450-BLK] Episode Element Series Ported Subwoofer 10""",Episode,Audio,710.3
ES-SUB-ELE12-700-BLK,"Episode Element Series Ported Subwoofer 12""","[ES-SUB-ELE12-700-BLK] Episode Element Series Ported Subwoofer 12""",Episode,Audio,888.09
ES-SUB-ELE8-250-BLK,Episode Element Series Ported Subwoofer,[ES-SUB-ELE8-250-BLK] Episode Element Series Ported Subwoofer,Episode,Audio,545.02
ES-SUB-EVO10-450,Episode Evolution Series 10 Sealed Subwoofer (Gloss),[ES-SUB-EVO10-450] Episode Evolution Series 10 Sealed Subwoofer (Gloss),Episode,Audio,950.97
ES-SUB-EVO12-700,"Episode Evolution Series Sealed Subwoofer 12""","[ES-SUB-EVO12-700] Episode Evolution Series Sealed Subwoofer 12""",Episode,Audio,1116.46
ES-SUB-EVO8-250-BLK,Episode Evolution Series 8 Sealed Subwoofer (Gloss Black),[ES-SUB-EVO8-250-BLK] Episode Evolution Series 8 Sealed Subwoofer (Gloss Black),Episode,Audio,644.14
ES-SUB-EVO8-250-WHT,Episode Evolution Series 8 Sealed Subwoofer (Gloss White),[ES-SUB-EVO8-250-WHT] Episode Evolution Series 8 Sealed Subwoofer (Gloss White),Episode,Audio,685.91
ES-SUB-IW-DUAL8,"Episode Passive In-Wall Subwoofer with Dual 8"" Woofers (Each)","[ES-SUB-IW-DUAL8] Episode Passive In-Wall Subwoofer with Dual 8"" Woofers (Each)",Episode,Audio,624.96
ES-SUB-IW-SNGL8,"Episode Passive In-Wall Subwoofer with Single 8"" Woofer","[ES-SUB-IW-SNGL8] Episode Passive In-Wall Subwoofer with Single 8"" Woofer",Episode,Audio,316.55
ES-SUB-MEGA-S10-BLK,"Episode MEGA S-Series 10"" Sealed Subwoofer with Amplifier","[ES-SUB-MEGA-S10-BLK] Episode MEGA S-Series 10"" Sealed Subwoofer with Amplifier",Episode,Audio,1083.79
ES-SUB-MEGA-S12-BLK,"Episode MEGA S-Series 12"" Sealed Subwoofer with Amplifier","[ES-SUB-MEGA-S12-BLK] Episode MEGA S-Series 12"" Sealed Subwoofer with Amplifier",Episode,Audio,1502.14
ES-SUB-MEGA-S15-BLK,"Episode MEGA S-Series 15"" Sealed Subwoofer with Amplifier","[ES-SUB-MEGA-S15-BLK] Episode MEGA S-Series 15"" Sealed Subwoofer with Amplifier",Episode,Audio,1393.88
ES-SUB-MEGA-S8-BLK,"Episode MEGA S Series 8"" Sealed Subwoofer with 120W Amplifier (Matte Black)","[ES-SUB-MEGA-S8-BLK] Episode MEGA S Series 8"" Sealed Subwoofer with 120W Amplifier (Matte Black)",Episode,Audio,738.78
ES-SUB-TRP10-500-BLK,"Episode Triple Series 10"" Passive Radiator Subwoofer with 1200W Amplifier - Gloss Black","[ES-SUB-TRP10-500-BLK] Episode Triple Series 10"" Passive Radiator Subwoofer with 1200W Amplifier - Gloss Black",Episode,Audio,1507.96
ES-SUB-TRP8-300-BLK,"Episode Triple Series 8"" Passive Radiator Subwoofer with 720W Amplifier - Gloss Black","[ES-SUB-TRP8-300-BLK] Episode Triple Series 8"" Passive Radiator Subwoofer with 720W Amplifier - Gloss Black",Episode,Audio,1212.26
ES-SUB-WIFI-TX-MEGA,Episode Subwoofer Wireless Transmitter,[ES-SUB-WIFI-TX-MEGA] Episode Subwoofer Wireless Transmitter,Episode,Audio,140.39
ES-TERRAIN-HSUB,"Episode Terrain Series 8"" HarGenericoape Subwoofer","[ES-TERRAIN-HSUB] Episode Terrain Series 8"" HarGenericoape Subwoofer",Episode,Audio,821.7
ES-TERRAIN-HSUB-4.1,"Episode Terrain Series 4"" Satellite Speakers and 8"" Hardscape Subwoofer","[ES-TERRAIN-HSUB-4.1] Episode Terrain Series 4"" Satellite Speakers and 8"" Hardscape Subwoofer",Episode,Audio,1820.0
ES-TERRAIN-PB,Episode Terrain Series Satellite Speaker Pivot Bracket,[ES-TERRAIN-PB] Episode Terrain Series Satellite Speaker Pivot Bracket,Episode,Audio,17.78
ES-TERRAIN-SAT-2.0,"Episode Terrain Series 4"" Satellite Speakers (Pair)","[ES-TERRAIN-SAT-2.0] Episode Terrain Series 4"" Satellite Speakers (Pair)",Episode,Audio,345.57
ES-TERRAIN-SUB,"Episode Terrain Series 8"" DVC Subwoofer","[ES-TERRAIN-SUB] Episode Terrain Series 8"" DVC Subwoofer",Episode,Audio,821.7
ES-TERRAIN-SYS-4.1,"Episode Terrain Series 4"" Satellite Speakers and 8"" Subwoofer","[ES-TERRAIN-SYS-4.1] Episode Terrain Series 4"" Satellite Speakers and 8"" Subwoofer",Episode,Audio,1506.87
ES-TILEBRIDGE,Episode Tile Bridge for 200 and 600 Commercial Series In-Ceiling Speakers (Each),[ES-TILEBRIDGE] Episode Tile Bridge for 200 and 600 Commercial Series In-Ceiling Speakers (Each),Episode,Audio,33.67
ES-XTR-6-IC,"Episode Extreme Environment In-Ceiling Speaker (Each) 6""","[ES-XTR-6-IC] Episode Extreme Environment In-Ceiling Speaker (Each) 6""",Episode,Audio,279.32
ES-XTR-8-IC,"Episode Extreme Environment In-Ceiling Speaker (Each) - 8""","[ES-XTR-8-IC] Episode Extreme Environment In-Ceiling Speaker (Each) - 8""",Episode,Audio,363.12
ESA-70V2CH-150W,Episode 70V IP-Enabled Amplifier - 150 Watt,[ESA-70V2CH-150W] Episode 70V IP-Enabled Amplifier - 150 Watt,Episode,Audio,1675.0
ESA-70V2CH-300W,Episode 70V IP-Enabled Amplifier - 300 Watt,[ESA-70V2CH-300W] Episode 70V IP-Enabled Amplifier - 300 Watt,Episode,Audio,1991.38
ESA-70V2CH-500W,Episode 70V IP-Enabled Amplifier - 500 Watt,[ESA-70V2CH-500W] Episode 70V IP-Enabled Amplifier - 500 Watt,Episode,Audio,2343.82
ESS-1700T-IWLCR-6,"Episode Signature 1700 Series In-Wall LCR Speaker (Each) - 6""","[ESS-1700T-IWLCR-6] Episode Signature 1700 Series In-Wall LCR Speaker (Each) - 6""",Episode,Audio,417.89
ESS-6-BLK,Episode Speaker Selector with Amplifier Protection - 6 Pairs,[ESS-6-BLK] Episode Speaker Selector with Amplifier Protection - 6 Pairs,Episode,Audio,220.76
ESS-BRKT-IC-4,"Episode In-Ceiling Speaker Brackets (Pair) 4""","[ESS-BRKT-IC-4] Episode In-Ceiling Speaker Brackets (Pair) 4""",Episode,Audio,31.12
ESS-ENCL-IC-4,"Episode Signature In-Ceiling Enclosure (Each) 4""","[ESS-ENCL-IC-4] Episode Signature In-Ceiling Enclosure (Each) 4""",Episode,Audio,58.72
ESS-ENCL-IC-6,"Episode Signature In-Ceiling Enclosure (Each) 6""","[ESS-ENCL-IC-6] Episode Signature In-Ceiling Enclosure (Each) 6""",Episode,Audio,65.77
ESS-ENCL-IC-8,"Episode Signature In-Ceiling Enclosure (Each) 8""","[ESS-ENCL-IC-8] Episode Signature In-Ceiling Enclosure (Each) 8""",Episode,Audio,65.77
ESS-ENCL-IW-6,"Episode Signature In-Wall Enclosure (Each) 6""","[ESS-ENCL-IW-6] Episode Signature In-Wall Enclosure (Each) 6""",Episode,Audio,65.77
ESS-ENCL-IW-8,"Episode Signature In-Wall Enclosure (Each) 8""","[ESS-ENCL-IW-8] Episode Signature In-Wall Enclosure (Each) 8""",Episode,Audio,66.4
ESS-FLUSH-IC-4,"Episode Flush Mount Brackets for In-Ceiling Speakers 4""","[ESS-FLUSH-IC-4] Episode Flush Mount Brackets for In-Ceiling Speakers 4""",Episode,Audio,131.58
ESS-FLUSH-IC-6,"Episode Flush Mount Brackets for In-Ceiling Speakers 6""","[ESS-FLUSH-IC-6] Episode Flush Mount Brackets for In-Ceiling Speakers 6""",Episode,Audio,140.39
ESS-FLUSH-IC-8,"Episode Signature Flush Mount Brackets for In-Ceiling Speakers (Each) - 8""","[ESS-FLUSH-IC-8] Episode Signature Flush Mount Brackets for In-Ceiling Speakers (Each) - 8""",Episode,Audio,131.58
ESS-GRLRND-IC-4,Episode Signature Round Replacement Grille (Each) White,[ESS-GRLRND-IC-4] Episode Signature Round Replacement Grille (Each) White,Episode,Audio,27.08
ESS-GRLXRND-IC-4,"Episode Signature Bezel-less Round Replacement Grille White (Each) - 4""","[ESS-GRLXRND-IC-4] Episode Signature Bezel-less Round Replacement Grille White (Each) - 4""",Episode,Audio,24.05
ESS-SUB-ENC-IW-PCON,Episode Signature Preconstruction In-Wall Subwoofer Enclosure,[ESS-SUB-ENC-IW-PCON] Episode Signature Preconstruction In-Wall Subwoofer Enclosure,Episode,Audio,1133.79
ESS-SUB-ENC-IWIC-PCO,"Episode Signature Preconstruction In-Wall / Ceiling Subwoofer Enclosure - Single 8""","[ESS-SUB-ENC-IWIC-PCO] Episode Signature Preconstruction In-Wall / Ceiling Subwoofer Enclosure - Single 8""",Episode,Audio,316.58
ESS-SUB-ENC-RET-SGL8,"Episode Signature Retrofit In-Wall Subwoofer Enclosure - Single 8""","[ESS-SUB-ENC-RET-SGL8] Episode Signature Retrofit In-Wall Subwoofer Enclosure - Single 8""",Episode,Audio,636.25
ESS-SUB-SNGL-8,"Episode Signature Passive Free Air Subwoofer (Each) - 8"" Driver","[ESS-SUB-SNGL-8] Episode Signature Passive Free Air Subwoofer (Each) - 8"" Driver",Episode,Audio,311.91
EVC-100R-WHLA,Episode Rotary Volume Control - 100 Watt (Each),[EVC-100R-WHLA] Episode Rotary Volume Control - 100 Watt (Each),Episode,Audio,71.66
EVC-100S-WHLA,Episode Sliding Volume Control - 100 Watt (Each),[EVC-100S-WHLA] Episode Sliding Volume Control - 100 Watt (Each),Episode,Audio,71.66
IRF-1,Episode Electronics IR Flasher with LED Feedback Single,[IRF-1] Episode Electronics IR Flasher with LED Feedback Single,Episode,Audio,17.35
KIT-EA-RSP-16D-DAC,Episode 100Wx16 Response Amp and Digital to Analog Audio Converter,[KIT-EA-RSP-16D-DAC] Episode 100Wx16 Response Amp and Digital to Analog Audio Converter,Episode,Audio,3524.08
KIT-EA-RSP-8D-DAC,Episode 100Wx8 Response Amp and Binary Digital to Analog Audio Converter Kit,[KIT-EA-RSP-8D-DAC] Episode 100Wx8 Response Amp and Binary Digital to Analog Audio Converter Kit,Episode,Audio,2003.64
SIG-34-IC,"Episode 3 Series In-Ceiling Speaker (Each) 4""","[SIG-34-IC] Episode 3 Series In-Ceiling Speaker (Each) 4""",Episode,Audio,196.8
SIG-36-AW-IC,"Episode Signature 3 Series All Weather In-Ceiling Speaker (Each) - 6""","[SIG-36-AW-IC] Episode Signature 3 Series All Weather In-Ceiling Speaker (Each) - 6""",Episode,Audio,276.41
SIG-36-AW-ICDVC,"Episode 3 Series All Weather In-Ceiling Dual Voice Coil Speaker (Each) - 6""","[SIG-36-AW-ICDVC] Episode 3 Series All Weather In-Ceiling Dual Voice Coil Speaker (Each) - 6""",Episode,Audio,360.13
SIG-36-IC,"Episode 3 Series In-Ceiling Speaker (Each) - 6""","[SIG-36-IC] Episode 3 Series In-Ceiling Speaker (Each) - 6""",Episode,Audio,222.06
SIG-36-ICDVC,"Episode Signature 3 Series In-Ceiling Dual Voice Coil Speaker (Each) - 6""","[SIG-36-ICDVC] Episode Signature 3 Series In-Ceiling Dual Voice Coil Speaker (Each) - 6""",Episode,Audio,328.98
SIG-36-IW,"Episode 3 Series In-Wall Speaker (Each) - 6""","[SIG-36-IW] Episode 3 Series In-Wall Speaker (Each) - 6""",Episode,Audio,222.06
SIG-36-IWDVC,"Episode Signature 3 Series In-Wall Dual Voice Coil Speaker (Each) - 6""","[SIG-36-IWDVC] Episode Signature 3 Series In-Wall Dual Voice Coil Speaker (Each) - 6""",Episode,Audio,210.72
SIG-36-POINT,"Episode Signature 3 Series Point Speaker (Each) - 6""","[SIG-36-POINT] Episode Signature 3 Series Point Speaker (Each) - 6""",Episode,Audio,328.98
SIG-38-IC,"Episode Signature 3 Series In-Ceiling Speaker (Each) 8""","[SIG-38-IC] Episode Signature 3 Series In-Ceiling Speaker (Each) 8""",Episode,Audio,264.07
SIG-38-IW,"Episode Signature 3 Series In-Wall Speaker (Each) 8""","[SIG-38-IW] Episode Signature 3 Series In-Wall Speaker (Each) 8""",Episode,Audio,303.72
SIG-54-IC,"Episode Signature 5 Series In-Ceiling Speaker (Each) 4""","[SIG-54-IC] Episode Signature 5 Series In-Ceiling Speaker (Each) 4""",Episode,Audio,264.07
SIG-56-IC,"Episode Signature 5 Series In-Ceiling Speaker (Each) 6""","[SIG-56-IC] Episode Signature 5 Series In-Ceiling Speaker (Each) 6""",Episode,Audio,276.41
SIG-56-ICDVC,"Episode Signature 5 Series In-Ceiling Dual Voice Coil Speaker (Each) 6""","[SIG-56-ICDVC] Episode Signature 5 Series In-Ceiling Dual Voice Coil Speaker (Each) 6""",Episode,Audio,402.56
SIG-56-ICSURR,"Episode Signature 5 Series In-Ceiling Surround Speaker (Each) - 6""","[SIG-56-ICSURR] Episode Signature 5 Series In-Ceiling Surround Speaker (Each) - 6""",Episode,Audio,387.15
